hits,feedstock,technology,end_point_id,X_coords,Y_coords,capacity,percent_full,original_feedstock_tonnes,tonnes_contributed,tonnes_still_needed,remaining_feedstock_tonnes,start_point_id,service_area_(ha),Arterial_Road_(m),Interchange_(m),Main_Road_(m),National_Freeway_(m),National_Road_(m),None_(m),On/OffRamp_(m),Other_Road_(m),Secondary_Road_(m),Street_(m),Virtual_road_(m)
73,Aliens,CBP-Pelleting,7,31.183094013704736,-27.825385949777832,24000,95.121,79.1294,79.129,1170.883,0,W31A100683,2.78,0,0,0,0,0,0,0,22461.113575224572,2300.9157366288377,248.6258561965536,472.0
73,Aliens,CBP-Pelleting,7,31.183094013704736,-27.825385949777832,24000,95.366,58.82239999998865,58.822,1112.061,0,W31A100565,83.68,0,0,0,0,0,0,0,23636.51486907834,3005.5293846855825,248.6258561965536,294.0
73,Aliens,CBP-Pelleting,7,31.183094013704736,-27.825385949777832,24000,95.517,36.249,36.249,1075.812,0,W31A100962,4.07,0,0,0,0,0,0,0,22461.113575224572,2300.9157366288377,248.6258561965536,472.0
73,Aliens,CBP-Pelleting,7,31.183094013704736,-27.825385949777832,24000,100.0,1199.1226000000001,1075.812,0.0,123.31059999999911,W31A100557,7.23,5162.800288775307,0,1064.7363288856416,0,0,0,0,23765.11475157339,854.286000646032,0,1136.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,10.001,2400.2244,2400.224,21599.776,0,W31A101233,36.45,4514.178248896072,0,0,0,0,0,0,2985.9289556720137,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,13.556,853.2845,853.284,20746.492,0,W31A101235,58.68,4514.178248896072,0,0,0,0,0,0,2763.007883376149,74.5406080599109,632.98780078935,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,16.075,604.3736,604.374,20142.118,0,W31A101234,20.91,0,0,0,0,0,0,0,733.0643700465873,3407.694126289274,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,16.768,166.4186,166.419,19975.699,0,W31A100657,1.97,0,0,0,0,0,0,0,733.0643700465873,4186.87591847319,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,16.883,27.5415,27.541,19948.158,0,W31A100016,0.8,0,0,0,0,0,0,0,733.0643700465873,6496.148481551571,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,17.449,135.9316,135.932,19812.226,0,W31A100651,1.61,0,0,0,0,0,0,0,733.0643700465873,4330.830407782887,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,21.554,985.21,985.21,18827.016,0,W31A100517,20.08,0,0,0,0,0,0,0,2683.770948802381,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,22.298,178.641,178.641,18648.375,0,W31A100511,0.88,7328.7884960605,0,0,0,0,0,0,624.0975040749017,807.332648293147,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,22.618,76.69500000000001,76.695,18571.68,0,W31A100521,1.82,0,0,0,0,0,0,0,2699.806422606177,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,22.62,0.4064,0.406,18571.274,0,W31A100774,1.36,0,0,0,0,0,0,0,2549.5955947851867,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,22.649,7.04,7.04,18564.234,0,W31A100779,2.31,0,0,0,0,0,0,0,2699.806422606177,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,22.821,41.254400000000004,41.254,18522.98,0,W31A100777,2.72,0,0,0,0,0,0,0,2330.1260803328037,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,22.871,12.112800000000002,12.113,18510.867,0,W31A100757,1.03,0,0,0,0,0,0,0,2220.5206443684833,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,22.871,0.0108,0.011,18510.856,0,W31A100872,0.01,0,0,0,0,0,0,0,2257.5851511767964,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,22.911,9.5149,9.515,18501.341,0,W31A100518,1.73,0,0,0,0,0,0,0,2778.5449528497297,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,22.912,0.2088,0.209,18501.132,0,W31A100797,0.02,0,0,0,0,0,0,0,2860.4594731284187,2377.8079771182956,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,23.024,26.7744,26.774,18474.358,0,W31A100799,1.71,0,0,0,0,0,0,0,2733.7710504528727,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,23.178,36.973200000000006,36.973,18437.385,0,W31A100874,3.14,0,0,0,0,0,0,0,2936.509483227833,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,23.417,57.467200000000005,57.467,18379.918,0,W31A100755,3.66,7911.238141642092,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,23.612,46.9056,46.906,18333.012,0,W31A100750,3.04,0,0,0,0,0,0,0,4440.205801514246,5183.501622030812,431.7635924778036,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,24.125,122.91390000000001,122.914,18210.098,0,W31A100817,3.06,0,0,0,0,0,0,0,2841.299282187558,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,25.68,373.3972,373.397,17836.701,0,W31A100007,8.65,0,0,0,0,0,0,0,2680.0597049501516,2377.8079771182956,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,27.785,505.02720000000005,505.027,17331.674,0,W31A100768,32.66,0,0,0,0,0,0,0,2334.63134080051,2377.8079771182956,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,27.819,8.3496,8.35,17323.324,0,W31A100754,0.71,0,0,0,0,0,0,0,3036.6611735774336,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,27.823,0.864,0.864,17322.46,0,W31A100759,1.07,0,0,0,0,0,0,0,2809.729718339996,2470.6307759228625,917.4534660701383,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,27.829,1.4784,1.478,17320.982,0,W31A100802,0.4,0,0,0,0,0,0,0,3671.3477973659233,2377.8079771182956,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,27.848,4.544,4.544,17316.438,0,W31A100035,0.29,0,0,0,0,0,0,0,2926.117973055332,6233.854151680848,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,28.839,237.80640000000002,237.806,17078.632,0,W31A100008,16.14,0,0,0,0,0,0,0,3005.994234463971,6233.854151680848,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,29.045,49.3172,49.317,17029.315,0,W31A100136,0.51,0,0,0,0,0,0,0,3099.8904703038083,2377.8079771182956,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,29.135,21.787200000000002,21.787,17007.528,0,W31A100748,1.58,7947.1376157133855,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,29.26,29.828200000000002,29.828,16977.7,0,W31A100009,1.79,0,0,0,0,0,0,0,3671.3477973659233,2377.8079771182956,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,29.308,11.558300000000001,11.558,16966.142,0,W31A100005,0.69,0,0,0,0,0,0,0,2667.143169451602,408.33466445355805,1228.5632971062096,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,29.341,7.932200000000001,7.932,16958.21,0,W31A100004,0.47,7328.7884960605,0,0,0,0,0,0,624.0975040749017,1721.7671866693074,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,29.409,16.48,16.48,16941.73,0,W31A100826,1.34,7328.7884960605,0,0,0,0,0,0,624.0975040749017,1721.7671866693074,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,29.453,10.4618,10.462,16931.268,0,W31A100006,0.63,0,0,0,0,0,0,0,2058.828250450233,2377.8079771182956,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,29.544,21.8395,21.84,16909.428,0,W31A100798,4.72,0,0,0,0,0,0,0,3981.365639012949,6233.854151680848,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,29.929,92.3238,92.324,16817.104,0,W31A100523,2.3,8270.251196339583,0,0,0,0,0,0,2095.2050213715897,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,30.774,202.89970000000002,202.9,16614.204,0,W31A100749,11.26,0,0,0,0,0,0,0,2171.234027954186,2377.8079771182956,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,30.786,2.7466,2.747,16611.457,0,W31A100770,18.67,0,0,0,0,0,0,0,2667.143169451602,408.33466445355805,774.4645037667382,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,30.798,3.0896,3.09,16608.367,0,W31A100086,0.39,0,0,0,0,0,0,0,2667.143169451602,408.33466445355805,1310.4224675031428,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,31.323,125.9983,125.998,16482.369,0,W31A100535,34.62,0,0,0,0,0,0,0,2667.143169451602,408.33466445355805,1299.612387074154,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,31.848,125.9983,125.998,16356.371,0,W31A100535,34.62,0,0,0,0,0,0,0,2667.143169451602,408.33466445355805,885.575804365124,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,31.867,4.4248,4.425,16351.946,0,W31A100822,0.56,3069.497507974139,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,31.9,8.0053,8.005,16343.941,0,W31A100003,0.48,2839.519403854801,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,32.43,127.0712,127.071,16216.87,0,W31A101297,30.74,0,0,0,0,0,0,0,2348.108037610772,408.33466445355805,903.0905358353473,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,32.959,127.0712,127.071,16089.799,0,W31A101297,30.74,0,0,0,0,0,0,0,2602.0557360930834,408.33466445355805,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,32.996,8.738000000000001,8.738,16081.061,0,W31A100002,1.93,0,0,0,0,0,0,0,2602.0557360930834,408.33466445355805,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,33.0,0.9464,0.946,16080.115,0,W31A100803,0.12,0,0,0,0,0,0,0,733.0643700465873,602.6484161885144,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,33.003,0.884,0.884,16079.231,0,W31A100823,0.11,0,0,0,0,0,0,0,733.0643700465873,602.6484161885144,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,33.032,6.862800000000001,6.863,16072.368,0,W31A100144,0.58,0,0,0,0,0,0,0,1886.9719385940602,408.33466445355805,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,33.08,11.5944,11.594,16060.774,0,W31A100827,0.51,0,0,0,0,0,0,0,2154.5574637971395,408.33466445355805,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,33.096,3.8104,3.81,16056.964,0,W31A100824,0.49,7328.7884960605,0,0,0,0,0,0,2816.980108592167,127.0443707741673,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,34.027,223.4692,223.469,15833.495,0,W31A100877,37.05,7328.7884960605,0,0,0,0,0,0,2816.980108592167,127.0443707741673,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,34.084,13.562400000000002,13.562,15819.933,0,W31A100825,1.15,0,0,0,0,0,0,0,733.0643700465873,154.377175442116,402.8654638949452,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,39.058,1193.9616,1193.962,14625.971,0,W31A100880,5.63,4725.528426586081,0,3460.204407937568,0,0,0,0,710.5983252910524,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,39.153,22.5715,22.572,14603.399,0,W31A100509,0.66,4725.528426586081,0,3460.204407937568,0,0,0,0,1034.3590707016117,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,40.138,236.56320000000002,236.563,14366.836,0,W31A100155,1.12,7328.7884960605,0,0,0,0,0,0,4861.633137234733,127.0443707741673,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,40.165,6.452400000000001,6.452,14360.384,0,W31A100147,0.55,1185.744789731973,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,42.823,637.8475000000001,637.848,13722.536,0,W31A100879,83.54,7328.7884960605,0,0,0,0,0,0,3911.5365689144564,1917.7446038861028,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,45.48,637.8475000000001,637.848,13084.688,0,W31A100879,83.54,7328.7884960605,0,0,0,0,0,0,4954.146316328945,127.0443707741673,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,45.506,6.1446,6.145,13078.543,0,W31A100737,4.03,7328.7884960605,0,0,0,0,0,0,5151.938763121091,127.0443707741673,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,45.826,76.80600000000001,76.806,13001.737,0,W31A100888,31.7,7328.7884960605,0,0,0,0,0,0,3911.5365689144564,1917.7446038861028,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,46.146,76.80600000000001,76.806,12924.931,0,W31A100888,31.7,1279.3475826426145,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,46.233,20.9304,20.93,12904.001,0,W31A100735,1.12,28.89385492474567,0,0,0,0,0,0,1831.5548620015256,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,46.249,3.8772,3.877,12900.124,0,W31A100804,0.33,7328.7884960605,0,0,0,0,0,0,5120.967508998728,127.0443707741673,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,47.657,337.70450000000005,337.705,12562.419,0,W31A100878,40.62,1924.278104639686,0,0,0,0,0,0,1423.5900481899605,74.5406080599109,1161.9188019143226,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,53.303,1355.1563,1355.156,11207.263,0,W31A100675,7.52,1924.278104639686,0,0,0,0,0,0,624.0975040749017,74.5406080599109,519.354464062356,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,53.622,76.5049,76.505,11130.758,0,W31A100785,6.96,7328.7884960605,0,0,0,0,0,0,5508.556432838006,127.0443707741673,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,53.941,76.5049,76.505,11054.253,0,W31A100785,6.96,1924.278104639686,0,0,0,0,0,0,679.8539671010851,74.5406080599109,1292.1676019845809,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,53.988,11.3664,11.366,11042.887,0,W31A110021,8.53,7328.7884960605,0,0,0,0,0,0,5360.547899544735,1917.7446038861028,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,54.401,99.23780000000001,99.238,10943.649,0,W31A100529,1.9,7328.7884960605,0,0,0,0,0,0,6800.961437659991,127.0443707741673,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,54.832,103.3362,103.336,10840.313,0,W31A100764,6.19,2163.83899344607,0,0,0,0,0,0,754.8790942914031,74.5406080599109,501.54383596732845,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,55.346,123.31059999999911,123.311,10717.002,0,W31A100557,7.23,7328.7884960605,0,0,0,0,0,0,6919.8829496378,127.0443707741673,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,55.476,31.276500000000002,31.277,10685.725,0,W31A100807,16.58,7328.7884960605,0,0,0,0,0,0,5550.489209254434,1917.7446038861028,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,55.606,31.276500000000002,31.277,10654.448,0,W31A100807,16.58,3031.7636258284942,0,0,0,0,0,0,687.8914812794224,74.5406080599109,273.6014188735815,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,59.858,1020.2699000000001,1020.27,9634.178,0,W31A100268,7.64,1924.278104639686,0,0,0,0,0,0,1092.8892163670223,74.5406080599109,1466.6604072942848,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,59.988,31.191200000000002,31.191,9602.987,0,W31A100527,0.25,3074.645186369926,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,60.44,108.48519999999999,108.485,9494.502,0,W31A100800,4.79,3031.7636258284942,0,0,0,0,0,0,1570.5447732310158,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,60.526,20.832,20.832,9473.67,0,W31A100791,0.3,3031.7636258284942,0,0,0,0,0,0,785.8420184969996,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,60.817,69.65950000000001,69.66,9404.01,0,W31A100790,0.56,3031.7636258284942,0,0,0,0,0,0,779.5191359758079,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,61.377,134.4041,134.404,9269.606,0,W31A100526,1.08,3203.546948867817,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,61.425,11.655,11.655,9257.951,0,W31A100793,0.17,1924.278104639686,0,0,0,0,0,0,2345.7093880607695,74.5406080599109,1466.6604072942848,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,61.461,8.576500000000001,8.577,9249.374,0,W31A100765,1.93,1924.278104639686,0,0,0,0,0,0,2246.5470445285864,74.5406080599109,1466.6604072942848,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,61.476,3.6477,3.648,9245.726,0,W31A100771,2.07,1924.278104639686,0,0,0,0,0,0,2246.5470445285864,74.5406080599109,1466.6604072942848,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,61.923,107.20070000000001,107.201,9138.525,0,W31A100056,0.86,3587.938471345762,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,63.481,373.9633,373.963,8764.562,0,W31A110051,32.37,3031.7636258284942,0,0,0,0,0,0,1671.5036630726945,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,63.604,29.622500000000002,29.623,8734.939,0,W31A100539,3.66,3031.7636258284942,0,0,0,0,0,0,1381.0452400601687,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,63.894,69.41820000000001,69.418,8665.521,0,W31A100531,3.47,1924.278104639686,0,0,0,0,0,0,2556.399230501861,74.5406080599109,1466.6604072942848,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,64.004,26.389100000000003,26.389,8639.132,0,W31A100845,1.58,3767.9680164718825,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,64.567,135.1839,135.184,8503.948,0,W31A100567,2.53,3771.7755860304255,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,64.677,26.489600000000003,26.49,8477.458,0,W31A100783,0.84,3951.5349545226018,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,64.742,15.472000000000001,15.472,8461.986,0,W31A100108,0.49,4839.2399433240125,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,65.183,105.87509999999999,105.875,8356.111,0,W31A100287,1.98,7023.370020909047,0,0,0,0,0,0,1931.656355618259,74.5406080599109,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,65.287,25.0688,25.069,8331.042,0,W31A100107,0.8,31199.96279705205,0,0,0,0,0,0,2100.8110685124757,1859.8343388231842,140.11826843170033,0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,65.537,59.904,59.904,8271.138,0,W31A100781,1.91,8270.251196339583,0,0,0,0,0,0,1116.0637966004601,74.5406080599109,140.11826843170033,740.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,67.941,576.9711,576.971,7694.167,0,W31A100285,8.69,8270.251196339583,0,0,0,0,0,0,1116.0637966004601,74.5406080599109,140.11826843170033,740.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,69.441,359.946,359.946,7334.221,0,W31A100277,7.73,0,0,0,0,0,0,0,2477.485900554935,2377.8079771182956,402.8654638949452,120.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,69.504,15.246000000000002,15.246,7318.975,0,W31A100280,4.02,3952.640574487988,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,358.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,69.676,41.1696,41.17,7277.805,0,W31A100568,2.53,0,0,0,0,0,0,0,2721.7332216935592,2470.6307759228625,917.4534660701383,2085.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,69.985,74.1299,74.13,7203.675,0,W31A101298,88.32,0,0,0,0,0,0,0,3901.08400581768,6233.854151680848,402.8654638949452,237.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,70.294,74.1299,74.13,7129.545,0,W31A101298,88.32,0,0,0,0,0,0,0,2667.143169451602,408.33466445355805,1288.140748163434,150.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,70.602,74.1299,74.13,7055.415,0,W31A101298,88.32,0,0,0,0,0,0,0,2477.485900554935,2377.8079771182956,402.8654638949452,120.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,70.911,74.1299,74.13,6981.285,0,W31A101298,88.32,0,0,0,0,0,0,0,2667.143169451602,408.33466445355805,1288.140748163434,150.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,71.22,74.1299,74.13,6907.155,0,W31A101298,88.32,0,0,0,0,0,0,0,2667.143169451602,408.33466445355805,1288.140748163434,150.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,71.529,74.1299,74.13,6833.025,0,W31A101298,88.32,0,0,0,0,0,0,0,2667.143169451602,408.33466445355805,1288.140748163434,150.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,71.838,74.1299,74.13,6758.895,0,W31A101298,88.32,0,0,0,0,0,0,0,2667.143169451602,408.33466445355805,1288.140748163434,150.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,72.147,74.1299,74.13,6684.765,0,W31A101298,88.32,9519.960000820314,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,99.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,72.456,74.1299,74.13,6610.635,0,W31A101298,88.32,0,0,0,0,0,0,0,3068.287418758528,2470.6307759228625,917.4534660701383,1461.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,72.765,74.1299,74.13,6536.505,0,W31A101298,88.32,0,0,0,0,0,0,0,3068.287418758528,2470.6307759228625,917.4534660701383,1461.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,73.073,74.1299,74.13,6462.375,0,W31A101298,88.32,2604.266209912161,0,0,0,0,0,0,624.0975040749017,74.5406080599109,140.11826843170033,825.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,73.382,74.1299,74.13,6388.245,0,W31A101298,88.32,7328.7884960605,0,0,0,0,0,0,4074.9554808501975,127.0443707741673,140.11826843170033,307.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,73.691,74.1299,74.13,6314.115,0,W31A101298,88.32,0,0,0,0,0,0,0,1792.0283382775667,408.33466445355805,1159.6362491947827,347.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,74.0,74.1299,74.13,6239.985,0,W31A101298,88.32,1924.278104639686,0,0,0,0,0,0,1501.7051480389712,74.5406080599109,1161.9188019143226,650.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,74.309,74.1299,74.13,6165.855,0,W31A101298,88.32,1924.278104639686,0,0,0,0,0,0,1501.7051480389712,74.5406080599109,1161.9188019143226,650.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,74.618,74.1299,74.13,6091.725,0,W31A101298,88.32,2163.83899344607,0,0,0,0,0,0,754.8790942914031,74.5406080599109,406.713824223351,840.0
172,Aliens,CBP-Pelleting,8,31.050137282828114,-27.69578833485198,24000,74.619,0.1863,0.186,6091.539,0,W31A100283,0.44,3031.7636258284942,0,0,0,0,0,0,1701.4010957672867,74.5406080599109,140.11826843170033,888.0
